CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Churn Status,Customer Status
100112,Customer112,443,Spain,Male,43,2,159142.94,3,1,1,180651.42,1,Churned,Active
100113,Customer113,675,France,Female,72,5,241538.73,4,0,1,61625.84,0,Retained,Active
100114,Customer114,542,Spain,Female,41,9,36548.86,3,0,0,96822.1,0,Retained,Inactive
100115,Customer115,508,France,Male,58,9,232114.81,3,0,1,153217.16,0,Retained,Active
100116,Customer116,563,France,Male,50,5,223885.61,2,1,1,57043.03,0,Retained,Active
100117,Customer117,531,Spain,Male,37,1,130772.19,2,1,1,122964.32,1,Churned,Active
100118,Customer118,593,Spain,Male,28,2,3528.01,2,0,1,98407.82,0,Retained,Active
100119,Customer119,555,France,Male,69,4,241783.85,1,1,0,125023.99,0,Retained,Inactive
100120,Customer120,602,Spain,Female,33,2,225875.87,1,0,0,113332.57,0,Retained,Inactive
100121,Customer121,748,Germany,Male,24,0,153159.9,2,0,1,91437.98,1,Churned,Active
100122,Customer122,508,Spain,Female,22,4,156490.95,4,0,0,84404.37,1,Churned,Inactive
100123,Customer123,439,Germany,Female,32,1,65356.69,1,0,1,77070.47,0,Retained,Active
100124,Customer124,633,Spain,Female,61,6,171433.43,3,1,0,133770.59,0,Retained,Inactive
100125,Customer125,483,France,Male,75,3,210430.72,2,0,0,153038.0,1,Churned,Inactive
100126,Customer126,472,Germany,Male,42,10,230419.48,4,1,0,170346.58,0,Retained,Inactive
100127,Customer127,721,Spain,Male,32,9,221189.68,2,1,0,130185.08,0,Retained,Inactive
100128,Customer128,404,France,Male,57,2,86215.92,2,0,1,20710.92,1,Churned,Active
100129,Customer129,383,France,Male,72,9,190442.16,2,0,0,177747.2,0,Retained,Inactive
100130,Customer130,407,Spain,Female,20,0,237312.87,1,1,1,103266.34,0,Retained,Active
100131,Customer131,500,France,Male,38,5,105941.35,1,1,0,62489.92,0,Retained,Inactive
100132,Customer132,514,Germany,Male,67,9,125934.33,3,0,0,160975.33,0,Retained,Inactive
100133,Customer133,590,France,Female,63,0,134470.14,2,0,1,121290.07,1,Churned,Active
100134,Customer134,497,Germany,Male,66,0,1090.42,4,0,1,105924.56,0,Retained,Active
100135,Customer135,613,France,Female,34,9,235967.47,3,0,0,188583.51,0,Retained,Inactive
100136,Customer136,742,France,Female,23,7,196978.52,1,1,1,80789.16,0,Retained,Active
100137,Customer137,566,Germany,Female,74,10,6293.51,2,1,0,63691.15,0,Retained,Inactive
100138,Customer138,469,Spain,Male,78,7,31720.13,1,1,1,122592.5,0,Retained,Active
100139,Customer139,633,Spain,Male,65,5,42387.63,4,1,0,122146.41,0,Retained,Inactive
100140,Customer140,471,France,Female,50,3,66870.7,2,0,1,195331.96,0,Retained,Active
100141,Customer141,470,Spain,Female,38,3,64672.04,1,0,0,193041.36,0,Retained,Inactive
100142,Customer142,756,France,Male,37,4,108730.75,2,0,1,133026.46,0,Retained,Active
100143,Customer143,367,France,Female,18,6,213581.91,4,0,1,107590.01,0,Retained,Active
100144,Customer144,659,Spain,Female,65,6,1379.41,2,1,1,144714.95,1,Churned,Active
100145,Customer145,684,Spain,Female,74,10,175019.63,2,0,0,133684.68,0,Retained,Inactive
100146,Customer146,400,Germany,Female,75,6,60599.03,4,0,1,61261.28,0,Retained,Active
100147,Customer147,559,Germany,Female,51,10,165275.8,2,1,1,158963.19,0,Retained,Active
100148,Customer148,478,Germany,Female,52,3,40210.65,2,1,0,33701.09,1,Churned,Inactive
100149,Customer149,612,Spain,Female,19,10,198141.7,3,1,0,90914.5,0,Retained,Inactive
100150,Customer150,613,Germany,Male,66,1,182276.62,3,0,0,61704.68,1,Churned,Inactive
100151,Customer151,818,Germany,Female,44,10,174563.18,3,1,1,35212.82,1,Churned,Active
100152,Customer152,462,Germany,Female,69,6,115529.14,2,0,0,186942.5,0,Retained,Inactive
100153,Customer153,465,France,Male,70,2,88282.93,4,1,1,199285.67,0,Retained,Active
100154,Customer154,751,Spain,Male,72,3,66856.12,4,1,0,196834.85,0,Retained,Inactive
100155,Customer155,759,Spain,Male,35,5,61241.81,3,1,1,103716.76,0,Retained,Active
100156,Customer156,825,Germany,Male,37,6,14265.72,3,0,0,113169.85,0,Retained,Inactive
100157,Customer157,386,Germany,Male,59,4,62506.64,1,0,0,173022.16,0,Retained,Inactive
100158,Customer158,812,France,Female,43,8,41978.19,1,1,1,51513.54,1,Churned,Active
100159,Customer159,574,Spain,Male,60,1,138765.95,3,1,0,58322.51,0,Retained,Inactive
100160,Customer160,589,France,Female,75,2,175105.41,2,1,1,45454.03,1,Churned,Active
100161,Customer161,706,Spain,Male,54,7,166325.14,4,1,1,93775.62,0,Retained,Active
100162,Customer162,681,Spain,Male,19,0,152418.84,3,0,1,109465.73,0,Retained,Active
100163,Customer163,670,Germany,Male,26,5,23616.33,3,1,1,102788.7,0,Retained,Active
100164,Customer164,478,Spain,Male,53,0,206681.21,3,1,1,168130.8,0,Retained,Active
100165,Customer165,609,Germany,Female,40,3,163639.79,1,1,1,50577.12,0,Retained,Active
100166,Customer166,394,Spain,Female,68,0,99719.59,4,0,1,88719.19,0,Retained,Active
100167,Customer167,593,France,Male,56,10,15037.19,4,0,1,130960.64,0,Retained,Active
100168,Customer168,584,Spain,Male,58,2,25340.41,2,0,1,92990.71,0,Retained,Active
100169,Customer169,752,France,Male,37,8,177533.19,3,0,1,93030.17,0,Retained,Active
100170,Customer170,828,Germany,Male,76,0,124441.27,1,0,1,158148.77,0,Retained,Active
100171,Customer171,548,Germany,Female,56,9,248281.56,2,1,1,157429.03,1,Churned,Active
100172,Customer172,808,Spain,Male,27,10,3882.52,1,0,1,141495.8,0,Retained,Active
100173,Customer173,591,France,Male,19,4,179837.76,2,1,1,150708.12,1,Churned,Active
100174,Customer174,705,France,Male,72,2,182430.44,1,1,1,131295.28,0,Retained,Active
100175,Customer175,480,Spain,Female,76,0,179302.53,1,0,1,17724.97,0,Retained,Active
100176,Customer176,657,Spain,Male,28,7,152237.05,3,1,1,190520.59,0,Retained,Active
100177,Customer177,844,Spain,Female,69,1,90816.4,2,1,1,103238.01,1,Churned,Active
100178,Customer178,499,Germany,Female,35,0,155461.83,3,0,0,168788.35,0,Retained,Inactive
100179,Customer179,476,Spain,Female,42,6,171205.49,2,1,0,67412.22,0,Retained,Inactive
100180,Customer180,650,France,Female,76,0,72130.36,2,0,1,65662.01,0,Retained,Active
100181,Customer181,633,Spain,Female,49,6,50107.64,2,1,1,127276.17,1,Churned,Active
100182,Customer182,480,Spain,Female,55,0,197916.24,4,0,1,114188.11,0,Retained,Active
100183,Customer183,809,Germany,Male,34,8,80248.2,2,0,1,54348.32,0,Retained,Active
100184,Customer184,645,France,Male,54,5,100622.82,2,0,0,23249.97,0,Retained,Inactive
100185,Customer185,587,Germany,Female,68,1,39038.74,1,1,0,66901.39,0,Retained,Inactive
100186,Customer186,795,Spain,Male,73,9,121578.88,2,1,1,186216.64,0,Retained,Active
100187,Customer187,653,Germany,Female,70,9,240867.05,3,0,1,77685.99,0,Retained,Active
100188,Customer188,635,France,Female,41,7,121708.87,1,1,1,185598.62,1,Churned,Active
100189,Customer189,678,Spain,Male,23,10,126625.25,2,1,1,172193.47,0,Retained,Active
100190,Customer190,369,Germany,Male,78,4,235291.85,1,0,0,169885.31,0,Retained,Inactive
100191,Customer191,681,France,Female,66,7,13941.95,2,1,0,154665.89,0,Retained,Inactive
100192,Customer192,684,France,Female,24,7,80979.6,3,1,0,37966.56,0,Retained,Inactive
100193,Customer193,423,Germany,Female,76,10,223042.45,4,0,1,162787.12,0,Retained,Active
100194,Customer194,541,France,Male,74,2,194578.78,1,1,1,170816.12,0,Retained,Active
100195,Customer195,771,Spain,Male,32,7,28902.6,3,0,1,76416.13,0,Retained,Active
100196,Customer196,805,Spain,Male,27,7,217680.79,3,1,1,91179.61,0,Retained,Active
100197,Customer197,521,France,Male,69,2,65168.04,1,1,1,99394.16,0,Retained,Active
100198,Customer198,673,Germany,Male,75,10,231307.1,4,1,1,37049.98,0,Retained,Active
100199,Customer199,472,France,Female,77,3,24391.21,3,1,1,180796.9,0,Retained,Active
100200,Customer200,576,France,Female,69,8,85226.49,2,1,1,15355.76,0,Retained,Active
100201,Customer201,816,Spain,Female,44,3,69211.81,2,0,1,171023.72,0,Retained,Active
100202,Customer202,390,Spain,Male,71,1,222331.33,4,1,0,47433.82,1,Churned,Inactive
100203,Customer203,383,France,Male,62,8,102030.74,1,1,0,77015.59,0,Retained,Inactive
100204,Customer204,740,Spain,Female,48,2,218003.42,3,0,1,49419.65,0,Retained,Active
100205,Customer205,654,Germany,Male,72,0,89039.22,4,0,1,37342.81,0,Retained,Active
100206,Customer206,514,Spain,Male,67,6,144077.95,1,1,0,176468.62,0,Retained,Inactive
100207,Customer207,761,Spain,Female,52,2,5171.95,1,0,1,129529.63,1,Churned,Active
100208,Customer208,839,France,Male,19,0,24117.85,2,1,1,18272.16,0,Retained,Active
100209,Customer209,402,Spain,Female,40,1,179274.54,1,1,0,37764.1,0,Retained,Inactive
100210,Customer210,802,Germany,Female,26,8,147953.02,2,0,1,138723.49,1,Churned,Active
100211,Customer211,830,Germany,Female,58,6,173467.31,1,1,1,194540.98,0,Retained,Active
100212,Customer212,521,France,Female,63,6,210756.56,3,1,1,171811.68,0,Retained,Active
100213,Customer213,828,France,Female,40,3,217624.15,1,1,1,35169.71,0,Retained,Active
100214,Customer214,692,France,Male,19,3,34851.67,4,1,1,132144.13,0,Retained,Active
100215,Customer215,819,France,Male,61,9,68358.28,1,0,0,61357.51,0,Retained,Inactive
100216,Customer216,497,Spain,Male,25,4,86888.4,2,0,1,26162.77,0,Retained,Active
100217,Customer217,827,Spain,Female,27,7,30980.01,2,1,1,184383.81,0,Retained,Active
100218,Customer218,729,Spain,Female,52,4,209936.81,2,1,1,52220.49,0,Retained,Active
100219,Customer219,663,Spain,Female,48,7,204704.92,1,0,1,76728.29,0,Retained,Active
100220,Customer220,823,France,Female,40,2,215466.3,2,1,0,117980.84,0,Retained,Inactive
100221,Customer221,501,Germany,Female,21,0,39641.67,1,1,1,96397.43,0,Retained,Active
100222,Customer222,740,France,Female,24,8,56291.76,2,1,0,77347.92,0,Retained,Inactive
100223,Customer223,785,Germany,Male,35,8,23762.94,4,1,0,160214.32,0,Retained,Inactive
100224,Customer224,560,Spain,Male,67,8,146458.64,4,1,1,193107.35,1,Churned,Active
100225,Customer225,796,Spain,Male,57,9,27756.52,4,1,1,68291.66,0,Retained,Active
100226,Customer226,654,Germany,Female,42,10,80498.44,4,1,1,97145.72,0,Retained,Active
100227,Customer227,543,France,Female,55,3,21982.43,3,1,0,194255.74,0,Retained,Inactive
100228,Customer228,568,Spain,Male,75,0,6393.81,3,1,0,70466.5,0,Retained,Inactive
100229,Customer229,614,Spain,Female,70,8,181778.84,4,1,0,100885.96,0,Retained,Inactive
100230,Customer230,384,France,Female,51,3,24741.57,3,1,1,134979.22,1,Churned,Active
100231,Customer231,599,Spain,Male,43,7,191832.01,3,0,0,46583.63,0,Retained,Inactive
100232,Customer232,612,Germany,Female,29,1,163981.47,3,1,0,166802.61,0,Retained,Inactive
100233,Customer233,767,Spain,Female,50,3,126221.85,2,1,0,48745.84,0,Retained,Inactive
100234,Customer234,675,Spain,Male,64,0,172934.79,1,0,1,71746.98,0,Retained,Active
100235,Customer235,400,Spain,Male,55,0,167026.6,2,0,0,107104.34,0,Retained,Inactive
100236,Customer236,613,Spain,Female,27,9,49636.8,1,0,0,44002.6,0,Retained,Inactive
100237,Customer237,835,Spain,Male,51,7,205785.21,4,0,1,135268.55,1,Churned,Active
100238,Customer238,491,Spain,Female,28,0,66652.51,1,0,1,79545.31,0,Retained,Active
100239,Customer239,552,Germany,Female,55,0,109910.27,2,0,1,56236.41,0,Retained,Active
100240,Customer240,767,France,Male,47,4,104594.11,3,1,1,196215.17,0,Retained,Active
100241,Customer241,649,France,Male,32,6,77289.47,4,0,0,161659.94,0,Retained,Inactive
100242,Customer242,445,France,Male,18,4,99006.72,3,0,1,76977.69,0,Retained,Active
100243,Customer243,413,Germany,Female,45,5,138460.25,4,0,1,101397.56,1,Churned,Active
100244,Customer244,362,Germany,Male,39,2,60449.93,2,0,1,51314.81,0,Retained,Active
100245,Customer245,757,Spain,Male,69,3,39805.5,3,0,0,148656.26,0,Retained,Inactive
100246,Customer246,454,Germany,Male,32,7,168825.62,3,1,1,123699.29,0,Retained,Active
100247,Customer247,414,Germany,Male,73,1,169463.71,1,1,1,151148.59,0,Retained,Active
100248,Customer248,509,Germany,Male,18,6,177676.16,2,0,0,74391.87,0,Retained,Inactive
100249,Customer249,762,Spain,Male,50,4,48206.09,3,0,1,56888.59,0,Retained,Active
100250,Customer250,815,France,Female,47,10,220689.0,2,1,1,47632.79,0,Retained,Active
100251,Customer251,710,Germany,Female,62,7,62105.25,4,1,0,182618.44,1,Churned,Inactive
100252,Customer252,661,France,Male,64,3,178146.77,1,1,1,22399.73,0,Retained,Active
100253,Customer253,544,France,Female,65,0,138086.08,2,0,1,120480.57,0,Retained,Active
100254,Customer254,644,Spain,Female,40,0,27968.03,3,0,0,176895.78,0,Retained,Inactive
100255,Customer255,369,Spain,Male,68,5,52534.79,3,0,0,92188.72,0,Retained,Inactive
100256,Customer256,463,Spain,Female,35,8,22483.4,4,1,0,187088.6,0,Retained,Inactive
100257,Customer257,455,Spain,Female,45,10,127970.26,2,1,1,155955.63,0,Retained,Active
100258,Customer258,749,France,Female,58,3,135982.9,2,0,1,46089.45,1,Churned,Active
100259,Customer259,420,Germany,Female,26,10,176743.2,4,0,1,145539.9,0,Retained,Active
100260,Customer260,707,France,Female,37,2,221171.33,2,0,1,76710.76,0,Retained,Active
100261,Customer261,691,France,Female,27,9,244827.28,4,0,0,36178.48,1,Churned,Inactive
100262,Customer262,380,Germany,Male,75,4,75975.91,1,1,1,97883.35,0,Retained,Active
100263,Customer263,535,France,Male,36,2,139382.91,1,0,1,101674.66,0,Retained,Active
100264,Customer264,728,Germany,Male,54,4,27200.62,4,1,0,105343.52,0,Retained,Inactive
100265,Customer265,679,Spain,Female,36,10,153338.97,3,0,1,29456.79,0,Retained,Active
100266,Customer266,424,Spain,Male,36,5,46433.68,2,0,1,160154.14,0,Retained,Active
100267,Customer267,532,Germany,Female,38,3,92131.43,3,1,1,59285.25,0,Retained,Active
100268,Customer268,769,France,Male,63,6,226298.95,2,1,0,93251.3,0,Retained,Inactive
100269,Customer269,670,Spain,Male,23,2,171996.0,2,0,0,96989.85,0,Retained,Inactive
100270,Customer270,595,Germany,Male,30,3,180737.57,1,0,0,170552.27,0,Retained,Inactive
100271,Customer271,378,Spain,Female,50,6,222655.98,1,1,1,16627.61,1,Churned,Active
100272,Customer272,761,France,Male,54,10,87025.62,2,1,1,30732.74,1,Churned,Active
100273,Customer273,670,Germany,Female,73,2,243592.29,1,0,1,148712.16,0,Retained,Active
100274,Customer274,538,Germany,Female,48,10,161839.44,3,1,0,113124.75,0,Retained,Inactive
100275,Customer275,728,Spain,Male,46,1,36729.51,3,1,0,81600.23,0,Retained,Inactive
100276,Customer276,442,France,Female,79,3,137028.46,1,0,1,174502.12,1,Churned,Active
100277,Customer277,713,Germany,Male,49,3,138505.31,2,0,1,151083.54,0,Retained,Active
100278,Customer278,759,Spain,Male,46,2,215869.23,1,0,0,100097.68,0,Retained,Inactive
100279,Customer279,448,Spain,Female,54,7,193745.0,2,1,0,158590.32,0,Retained,Inactive
100280,Customer280,357,France,Female,62,9,238907.24,4,1,1,37299.47,0,Retained,Active
100281,Customer281,796,France,Female,30,9,28677.74,3,0,0,82891.74,1,Churned,Inactive
100282,Customer282,540,Germany,Male,50,8,237007.45,4,0,0,166060.84,1,Churned,Inactive
100283,Customer283,658,Germany,Male,25,0,231339.24,2,1,1,80555.53,0,Retained,Active
100284,Customer284,575,Spain,Female,25,0,122011.94,1,1,1,49274.73,0,Retained,Active
100285,Customer285,778,Spain,Female,27,9,218850.83,3,1,0,17553.13,0,Retained,Inactive
100286,Customer286,366,Germany,Male,69,0,18650.97,4,1,1,193992.93,0,Retained,Active
100287,Customer287,662,Spain,Female,51,1,90233.12,2,1,1,180387.13,0,Retained,Active
100288,Customer288,722,Spain,Male,47,5,144260.61,4,1,1,73156.56,0,Retained,Active
100289,Customer289,585,Germany,Female,74,9,11345.37,2,0,1,65443.37,1,Churned,Active
100290,Customer290,641,Germany,Male,54,8,146103.0,2,0,1,184285.16,0,Retained,Active
100291,Customer291,674,France,Male,24,5,197975.57,2,0,0,141046.75,0,Retained,Inactive
100292,Customer292,675,Germany,Female,33,5,218215.47,4,1,0,26183.07,0,Retained,Inactive
100293,Customer293,607,Germany,Female,41,3,202304.44,3,0,0,40089.71,0,Retained,Inactive
100294,Customer294,745,France,Female,37,2,146698.22,2,1,1,148172.86,0,Retained,Active
100295,Customer295,823,Germany,Female,23,9,44685.85,3,1,1,81040.69,1,Churned,Active
100296,Customer296,779,Spain,Female,49,5,224776.42,3,1,0,116099.7,0,Retained,Inactive
100297,Customer297,374,France,Female,43,7,50086.93,3,0,1,51391.52,1,Churned,Active
100298,Customer298,390,Spain,Male,22,9,85290.09,2,0,0,49812.74,0,Retained,Inactive
100299,Customer299,458,Spain,Male,38,5,216933.33,1,1,0,89983.8,0,Retained,Inactive
